FromNodeId,ToNodeId
12,151
12,152
12,157
12,158
12,160
12,166
12,169
12,171
12,190
12,192
12,194
12,206
12,216
12,219
12,221
12,224
12,238
12,240
12,243
12,278
12,283
12,284
12,290
12,296
12,298
12,312
12,319
12,323
12,324
12,329
12,335
12,360
12,364
12,367
12,370
12,371
12,372
12,381
12,392
12,396
12,408
12,412
12,422
12,447
12,454
12,464
12,471
12,484
12,494
12,506
12,510
12,514
12,524
12,534
12,535
12,536
12,539
12,545
12,548
12,554
12,555
12,561
12,573
12,575
12,581
12,583
12,586
12,603
12,606
12,607
12,611
12,617
12,636
12,661
12,670
12,699
12,732
12,742
12,751
12,759
12,791
12,818
12,823
12,839
12,871
12,884
12,899
12,930
12,942
12,945
12,970
12,975
12,977
12,990
12,1015
12,1028
12,1033
12,1040
12,1046
12,1053
12,1058
12,1135
12,1139
12,1157
12,1164
12,1170
12,1172
12,1205
12,1218
12,1230
12,1235
12,1262
12,1290
12,1317
12,1388
12,1410
12,1477
12,1478
12,1496
12,1517
12,1528
12,1575
12,1590
12,1606
12,1610
12,1612
12,1616
12,1617
12,1618
12,1639
12,1646
12,1661
12,1668
12,1684
12,1722
12,1723
12,1780
12,1802
12,1814
12,1819
12,1892
12,1921
12,2017
12,2025
12,2038
12,2039
12,2045
12,2123
12,2128
12,2138
12,2204
12,2321
12,2328
12,2352
12,2357
12,2363
12,2370
12,2456
12,2474
12,2479
12,2485
12,2571
12,2583
12,2707
12,2785
12,2816
12,2829
12,2862
12,2911
12,2932
12,2965
12,3037
12,3092
12,3100
12,3118
12,3155
12,3255
12,3287
12,3297
12,3354
12,3456
12,3901
12,3918
12,4153
12,4164
12,4182
12,4254
12,4301
12,4369
12,4512
12,4684
12,4743
12,4751
12,4756
12,4929
12,4959
12,5645
12,6930
12,6998
12,7373
12,8078
13,2
13,4
13,6
13,9
13,10
13,12
13,17
13,36
13,37
13,46
13,67
13,77
13,101
13,110
13,139
13,152
13,160
13,169
13,192
13,216
13,219
13,221
13,224
13,240
13,243
13,278
13,283
13,308
13,324
13,329
13,334
13,335
13,360
13,385
13,396
13,402
13,408
13,422
13,471
13,506
13,507
13,514
13,524
13,534
13,536
13,537
13,545
13,581
13,586
13,603
13,606
13,607
13,636
13,666
13,668
13,699
13,713
13,714
13,731
13,742
13,791
13,818
13,839
13,844
13,871
13,899
13,927
13,975
13,1021
13,1135
13,1164
13,1198
13,1218
13,1233
13,1243
13,1267
13,1295
13,1371
13,4556
14,2
14,10
14,77
14,112
14,157
14,206
14,224
14,240
14,243
14,278
14,284
14,290
14,324
14,329
14,335
14,354
14,360
14,370
14,510
14,555
14,636
14,713
14,751
14,791
14,871
14,884
14,1033
14,1305
14,1410
14,1411
14,1478
14,1553
14,2048
14,2083
14,2109
14,2128
14,2308
14,2571
15,2
15,12
15,19
15,38
15,42
15,46
15,69
15,101
15,105
15,106
15,110
15,112
15,120
15,139
15,140
15,151
15,152
15,180
15,191
15,193
15,219
15,224
15,230
15,238
15,240
15,243
15,260
15,264
15,272
15,283
15,288
15,290
15,296
15,307
15,319
15,323
15,324
15,335
15,339
15,351
15,352
15,356
15,367
15,371
15,381
15,385
15,396
15,408
15,412
15,421
15,422
15,441
15,444
15,447
15,449
15,471
15,484
15,507
15,510
15,514
15,526
15,535
15,536
15,537
15,539
15,548
15,555
15,561
15,570
15,573
15,581
15,582
15,583
15,586
15,606
15,607
15,608
15,611
15,617
15,634
15,636
15,668
15,670
15,699
15,715
15,733
15,816
15,820
15,823
15,839
15,842
15,860
15,873
15,883
15,884
15,894
15,963
15,964
15,970
15,975
15,977
15,986
15,1013
15,1020
15,1021
15,1028
15,1040
15,1075
15,1111
15,1133
15,1135
15,1139
15,1145
15,1166
15,1176
15,1213
15,1230
15,1235
15,1241
15,1243
15,1288
15,1317
15,1331
15,1354
15,1381
15,1438
15,1439
15,1458
15,1461
15,1478
15,1496
15,1508
15,1559
15,1575
15,1606
15,1610
15,1617
15,1639
15,1644
15,1646
15,1651
15,1668
15,1684
15,1704
15,1775
15,1780
15,1802
15,1841
15,1845
15,1885
15,1892
15,1906
15,1992
15,2025
15,2045
15,2144
15,2160
15,2163
15,2175
15,2209
15,2252
15,2266
15,2268
15,2270
15,2285
15,2313
15,2410
15,2474
15,2485
15,2501
15,2508
15,2545
15,2583
15,2714
15,2729
15,2731
15,2768
15,2816
15,2849
15,2862
15,2869
15,2917
15,2937
15,2949
15,3000
15,3008
15,3014
15,3033
15,3039
15,3067
15,3109
15,3110
15,3118
15,3148
15,3158
15,3266
15,3284
15,3287
15,3333
15,3354
15,3393
15,3399
15,3427
15,3481
15,3545
15,3719
15,3720
15,3725
15,3734
15,3938
15,3959
15,3991
15,4017
15,4026
15,4080
15,4094
15,4279
15,4389
15,4475
15,4717
15,4859
15,4986
15,4995
15,5056
15,5231
15,5267
15,5299
15,5612
15,5667
15,5684
15,5744
15,5831
15,5892
15,5894
15,5895
15,5919
15,5957
15,6183
15,6300
15,6754
15,6799
15,7127
15,7230
15,7539
15,8095
15,8299
15,8424
15,8439
15,8473
15,8486
15,8673
15,8714
15,8827
15,9292
15,9510
16,2
16,4
16,6
16,9
16,10
16,12
16,37
16,46
16,67
16,96
16,98
16,101
16,110
16,139
16,140
16,152
16,169
16,216
16,219
16,224
16,240
16,241
16,243
16,283
16,308
16,329
16,334
16,335
16,396
16,408
16,422
16,471
16,506
16,507
16,514
16,524
16,534
16,536
16,537
16,581
16,603
16,606
16,636
16,668
16,714
16,731
16,742
16,805
16,844
16,1021
16,1135
16,1233
17,2
17,4
17,6
17,10
17,12
17,36
17,46
17,67
17,77
17,120
17,139
17,152
17,160
17,192
17,216
17,219
17,224
17,240
17,243
17,283
17,308
17,324
17,329
17,334
17,335
17,360
17,385
17,396
17,422
17,471
17,506
17,514
17,534
17,536
17,581
17,586
17,603
17,606
17,636
17,699
17,713
17,714
17,731
17,742
17,805
17,818
17,871
17,975
17,1021
17,1135
17,1233
18,2
18,4
18,6
18,9
18,10
18,37
18,77
18,96
18,98
18,110
18,140
18,152
18,169
18,240
18,243
18,283
18,334
18,335
18,396
18,408
18,422
18,507
18,514
18,524
18,534
18,536
18,537
18,581
18,603
18,731
18,742
18,791
18,871
18,1021
19,2
19,38
19,58
19,61
19,69
19,94
19,180
19,191
19,208
19,260
19,264
19,282
19,292
19,303
19,315
19,335
19,351
19,371
19,381
19,397
19,407
19,408
19,429
19,444
19,447
19,449
19,462
19,535
19,570
19,573
19,634
19,744
19,803
19,820
19,823
19,827
19,860
19,868
19,873
19,896
19,915
19,940
19,942
19,963
19,975
19,995
19,1013
19,1028
19,1065
19,1098
19,1149
19,1166
19,1170
19,1230
19,1236
19,1241
19,1290
19,1331
19,1376
19,1381
19,1429
19,1438
19,1458
19,1490
19,1500
19,1517
19,1521
19,1528
19,1536
19,1585
19,1603
19,1610
19,1615
19,1639
19,1644
19,1646
19,1651
19,1664
19,1684
19,1723
19,1802
19,1864
19,1906
19,1960
19,2071
19,2107
19,2121
19,2125
19,2128
19,2140
19,2160
19,2174
19,2175
19,2199
19,2231
19,2242
19,2244
19,2247
19,2264
19,2266
19,2268
19,2285
19,2410
19,2444
19,2474
19,2479
19,2501
19,2508
19,2511
19,2545
19,2547
19,2583
19,2714
19,2740
19,2755
19,2789
19,2855
19,2862
19,2869
19,2912
19,2917
19,3000
19,3037
19,3039
19,3042
19,3045
19,3066
19,3067
19,3081
19,3092
19,3100
19,3101
19,3110
19,3126
19,3131
19,3139
19,3158
19,3167
19,3223
19,3227
19,3245
19,3247
19,3256
19,3262
19,3266
19,3287
19,3294
19,3300
19,3324
19,3354
19,3393
19,3399
19,3427
19,3525
19,3540
19,3547
19,3548
19,3647
19,3658
19,3681
19,3688
19,3696
19,3714
19,3720
19,3918
19,4000
19,4005
19,4006
19,4065
19,4094
19,4102
19,4151
19,4383
19,4394
19,4416
19,4474
19,4545
19,4553
19,4702
19,4724
19,4750
19,4964
19,5038
19,5040
19,5185
19,5277
19,5287
19,5430
19,5476
19,5504
19,5532
19,5533
19,5593
19,5647
19,5654
19,5784
20,2
20,4
20,6
20,9
20,10
20,12
20,37
20,67
20,110
20,139
20,152
20,240
20,243
20,283
20,329
20,335
20,408
20,471
20,514
20,524
20,606
20,636
20,668
20,791
20,844
21,2
22,2
22,4
22,6
22,9
22,10
22,13
22,37
22,66
22,94
22,112
22,216
22,219
22,221
22,224
22,240
22,243
22,283
22,284
22,324
22,329
22,422
22,449
22,507
22,514
22,535
22,536
22,573
22,581
22,603
22,606
22,636
22,668
22,714
22,742
22,751
22,803
22,844
22,975
22,977
22,1135
22,1157
22,1205
22,1218
22,1321
22,1516
22,1646
22,1885
22,2138
22,2321
23,2
23,9
23,13
23,41
23,49
23,50
23,58
23,73
23,98
23,139
23,152
23,157
23,158
23,180
23,192
23,224
23,240
23,242
23,260
23,290
23,327
23,335
23,350
23,360
23,365
23,373
23,375
23,380
23,381
23,382
23,385
23,407
23,425
23,434
23,444
23,448
23,471
23,484
23,494
23,506
23,507
23,514
23,524
23,534
23,535
23,573
23,606
23,608
23,713
23,774
23,803
23,810
23,818
23,823
23,826
23,911
23,973
23,996
23,1045
23,1046
23,1049
23,1107
23,1135
23,1137
23,1139
23,1161
23,1190
23,1193
23,1273
23,1282
23,1355
23,1360
23,1472
23,1583
23,1684
23,1696
23,1698
23,1701
23,1783
23,1794
23,1800
23,1802
23,1811
23,1845
23,1892
23,1896
23,1913
23,2009
23,2123
23,2128
23,2160
23,2204
23,2233
23,2237
23,2320
23,2328
23,2370
23,2400
23,2438
23,2456
23,2474
23,2475
23,2515
23,2519
23,2569
23,2612
23,2618
23,2707
23,2849
23,2874
23,2937
23,2950
23,2960
23,3042
23,3067
23,3071
23,3089
23,3121
23,3176
23,3229
23,3252
23,3254
23,3255
23,3297
23,3354
23,3399
23,3410
23,3413
23,3437
23,3490
23,3537
23,3615
23,3887
23,3918
23,3953
23,3991
23,4018
23,4153
23,4162
23,4166
23,4254
23,4299
23,4322
23,4328
23,4333
23,4368
23,4397
23,4417
23,4503
23,4600
23,4647
23,4661
23,4695
23,4741
23,4767
23,4869
23,4959
23,4973
23,4990
23,5041
23,5094
23,5143
23,5154
23,5284
23,5299
23,5415
23,5607
23,5612
23,5624
23,5631
23,5639
23,5690
23,5744
23,5838
23,5892
23,5894
23,5895
23,5914
23,5930
23,5957
23,5963
23,5976
23,5988
23,6057
23,6078
23,6093
23,6095
23,6140
23,6152
23,6202
23,6241
23,6249
23,6302
23,6314
23,6332
23,6432
23,6454
23,6614
23,6624
23,6738
23,6834
23,6863
23,6946
23,7054
23,7055
23,7059
23,7213
23,7287
23,7435
23,7479
23,7794
23,7915
23,7917
23,7918
23,7920
23,7921
23,8064
23,8095
23,8111
23,8113
23,8115
23,8127
23,8133
23,8138
23,8147
23,8209
23,8292
23,8365
23,8368
23,8370
23,8372
23,8379
23,8380
23,8382
23,8453
23,8463
23,8468
23,8479
23,8623
23,8696
23,8725
23,8738
23,8782
23,8963
23,9059
23,9085
23,9108
23,9110
23,9129
23,9133
23,9172
23,9173
23,9240
23,9267
23,9298
23,9312
23,9353
23,9480
23,9493
23,9586
23,9606
23,9795
23,9956
23,10057
23,10122
23,10179
23,10180
23,10185
23,10213
23,10217
23,10224
23,10232
23,10239
23,10240
23,10244
23,10292
23,10293
23,10364
23,10384
23,10400
23,10408
23,10410
23,10412
23,10449
23,10470
23,10472
23,10509
23,10598
23,10763
23,10858
23,10882
23,10888
23,10899
23,10939
23,10970
23,11000
23,11024
23,11025
24,2
24,9
24,360
24,514
24,534
24,611
25,2
25,7
25,41
25,77
25,101
25,112
25,113
25,127
25,139
25,160
25,192
25,216
25,278
25,283
25,323
25,354
25,360
25,370
25,385
25,412
25,471
25,514
25,534
25,536
25,545
25,581
25,603
25,605
25,607
25,664
25,699
25,816
25,818
25,843
25,871
25,930
25,970
25,975
25,990
25,1172
25,1205
25,1218
25,1478
25,1819
25,1825
25,2045
25,2047
25,2057
26,2
26,101
26,110
26,335
27,2
27,67
27,101
27,110
27,139
27,278
27,335
27,408
27,471
27,514
27,524
27,534
27,666
27,791
28,2
28,4
28,6
28,9
28,10
28,12
28,13
28,37
28,38
28,41
28,42
28,46
28,58
28,67
28,77
28,81
28,94
28,98
28,101
28,105
28,110
28,112
28,120
28,122
28,127
28,139
28,140
28,151
28,152
28,157
28,158
28,160
28,164
28,169
28,171
28,172
28,190
28,192
28,193
28,194
28,198
28,216
28,221
28,224
28,233
28,238
28,239
28,240
28,272
28,278
28,283
28,284
28,288
28,296
28,307
28,308
28,319
28,324
28,329
28,334
28,335
28,360
28,371
28,381
28,385
28,396
28,407
28,408
28,434
28,439
28,444
28,447
28,449
28,454
28,471
28,494
28,506
28,510
28,514
28,524
28,534
28,535
28,536
28,539
28,548
28,554
28,555
28,573
28,581
28,583
28,586
28,605
28,606
28,607
28,608
28,611
28,617
28,634
28,636
28,642
28,646
28,661
28,668
28,670
28,699
28,713
28,731
28,744
28,751
28,754
28,791
28,803
28,816
28,818
28,820
28,841
28,843
28,871
28,884
28,896
28,927
28,930
28,940
28,957
28,970
28,975
28,990
28,1015
28,1028
28,1040
28,1053
28,1058
28,1079
28,1090
28,1103
28,1133
28,1139
28,1145
28,1157
28,1164
28,1166
28,1197
28,1204
28,1205
28,1218
28,1230
28,1235
28,1242
28,1243
28,1262
28,1282
28,1290
28,1294
28,1317
28,1318
28,1373
28,1381
28,1388
28,1401
28,1410
28,1412
28,1414
28,1425
28,1430
28,1439
28,1506
28,1516
28,1528
28,1536
28,1537
28,1565
28,1568
28,1575
28,1603
28,1606
28,1616
28,1617
28,1618
28,1639
28,1645
28,1646
28,1651
28,1661
28,1670
28,1679
28,1684
28,1722
28,1750
28,1775
28,1780
28,1814
28,1819
28,1825
28,1841
28,1845
28,1885
28,1892
28,1981
28,1986
28,2000
28,2034
28,2036
28,2039
28,2043
28,2045
28,2077
28,2080
28,2082
28,2083
28,2108
28,2112
28,2114
28,2115
28,2125
28,2128
28,2131
28,2138
28,2140
28,2144
28,2160
28,2174
28,2181
28,2194
28,2199
28,2204
28,2273
28,2328
28,2357
28,2360
28,2363
28,2403
28,2433
28,2456
28,2504
28,2565
28,2571
28,2583
28,2585
28,2621
28,2633
28,2707
28,2729
28,2777
28,2787
28,2804
28,2813
28,2816
28,2820
28,2827
28,2829
28,2862
28,2863
28,2902
28,2904
28,2913
28,2914
28,2927
28,2952
28,2956
28,2964
28,2965
28,2987
28,2989
29,2
29,4
29,6
29,10
29,13
29,37
29,38
29,41
29,58
29,69
29,81
29,94
29,158
29,164
29,169
29,191
29,194
29,198
29,216
29,224
29,238
29,240
29,243
29,264
29,272
29,278
29,283
29,284
29,290
29,296
29,307
29,319
29,324
29,335
29,351
29,356
29,367
29,371
29,381
29,408
29,412
29,434
29,444
29,447
29,449
29,454
29,507
29,524
29,526
29,545
29,548
29,555
29,573
29,581
29,583
29,606
29,617
29,646
29,661
29,699
29,744
29,754
29,803
29,816
29,823
29,841
29,843
29,844
29,884
29,940
29,975
29,977
29,986
29,1028
29,1053
29,1135
29,1145
29,1157
29,1166
29,1204
29,1205
29,1218
29,1230
29,1235
29,1262
29,1282
29,1288
29,1290
29,1294
29,1381
29,1414
29,1439
29,1461
29,1490
29,1506
29,1516
29,1528
29,1568
29,1575
29,1603
29,1606
29,1616
29,1639
29,1646
29,1651
29,1661
29,1684
29,1704
29,1750
29,1780
29,1802
29,1819
29,1825
29,1885
29,1892
29,1986
29,2039
29,2077
29,2081
29,2083
29,2125
29,2128
29,2160
29,2174
29,2194
29,2199
29,2273
29,2285
29,2328
29,2456
29,2583
29,2585
29,2729
29,2787
29,2813
29,2816
29,2862
29,2904
29,2932
29,2953
29,3014
29,3067
29,3110
29,3118
29,3266
29,3393
29,3400
29,3543
29,3719
29,3965
29,4072
29,4152
30,2
30,101
30,139
30,152
30,335
30,408
30,471
30,524
30,534
31,2
31,9
31,101
31,110
31,139
31,152
31,408
31,514
31,791
32,2
32,9
32,19
32,28
32,38
32,41
32,42
32,46
32,49
32,61
32,69
32,77
32,81
32,86
32,96
32,98
32,105
32,106
32,112
32,113
32,139
32,152
32,157
32,158
32,160
32,164
32,166
32,171
32,178
32,180
32,191
32,192
32,194
32,197
32,211
32,216
32,225
32,232
32,237
32,239
32,240
32,243
32,260
32,272
32,284
32,288
32,290
32,296
32,298
32,307
32,318
32,319
32,320
32,323
32,324
32,329
32,335
32,338
32,339
32,350
32,354
32,360
32,370
32,371
32,377
32,381
32,385
32,392
32,401
32,407
32,408
32,410
32,412
32,414
32,421
32,422
32,424
32,427
32,444
32,447
32,453
32,454
32,470
32,471
32,484
32,494
32,506
32,510
32,514
32,517
32,524
32,526
32,536
32,537
32,538
32,539
32,545
32,554
32,557
32,562
32,573
32,575
32,581
32,585
32,586
32,589
32,590
32,593
32,603
32,607
32,608
32,618
32,623
32,634
32,646
32,661
32,670
32,699
32,704
32,713
32,714
32,718
32,742
32,744
32,764
32,781
32,783
32,803
32,818
32,823
32,841
32,842
32,860
32,873
32,884
32,896
32,930
32,933
32,940
32,957
32,963
32,970
32,977
32,990
32,1021
32,1028
32,1038
32,1040
32,1053
32,1058
32,1061
32,1107
32,1110
32,1111
32,1139
32,1146
32,1149
32,1157
32,1164
32,1166
32,1170
32,1193
32,1195
32,1214
32,1239
32,1241
32,1282
32,1290
32,1317
32,1318
32,1410
32,1411
32,1412
32,1417
32,1421
32,1439
32,1461
32,1462
32,1464
32,1470
32,1478
32,1496
32,1503
32,1516
32,1528
32,1536
32,1537
32,1568
32,1569
32,1575
32,1604
32,1606
32,1610
32,1612
32,1613
32,1616
32,1617
32,1618
32,1639
32,1645
32,1651
32,1694
32,1704
32,1722
32,1750
32,1757
32,1775
32,1780
32,1802
32,1814
32,1825
32,1841
32,1845
32,1864
32,1890
32,1892
32,1895
32,1948
32,1958
32,1960
32,1972
32,2023
32,2039
32,2071
32,2120
32,2121
32,2125
32,2127
32,2128
32,2138
32,2140
32,2141
32,2160
32,2174
32,2181
32,2194
32,2204
32,2206
32,2209
32,2212
32,2231
32,2252
32,2257
32,2266
32,2268
32,2285
32,2308
32,2309
32,2321
32,2363
32,2415
32,2438
32,2444
32,2465
32,2474
32,2500
32,2504
32,2547
32,2591
32,2707
32,2708
32,2724
32,2726
32,2855
32,2869
32,2883
32,2959
32,2960
32,3000
32,3008
32,3009
32,3020
32,3038
32,3048
32,3087
32,3101
32,3109
32,3110
32,3126
32,3131
32,3146
32,3148
32,3158
32,3160
32,3167
32,3183
32,3245
32,3266
32,3284
32,3305
32,3333
32,3354
32,3400
32,3415
32,3427
32,3510
32,3523
32,3525
32,3543
32,3548
32,3577
32,3658
32,3696
32,3887
32,3918
32,3932
32,3938
32,3979
32,4014
32,4018
32,4153
32,4167
32,4172
32,4179
32,4187
32,4190
32,4206
32,4211
32,4267
32,4279
32,4295
32,4316
32,4321
32,4338
32,4395
32,4431
32,4449
32,4545
32,4560
32,4581
32,4600
32,4728
32,4735
32,4741
32,4751
32,4767
32,4802
32,4840
32,4851
32,4897
32,4914
32,4920
32,4926
32,4929
32,4934
32,4978
32,4990
32,5003
32,5008
32,5016
32,5074
32,5122
32,5143
32,5162
32,5221
32,5227
32,5316
32,5401
32,5481
32,5482
32,5553
32,5559
32,5607
32,5609
32,5612
32,5628
32,5629
32,5645
32,5646
32,5699
32,5707
32,5713
32,5720
32,5744
32,5835
32,5837
32,5838
32,5841
32,5845
32,5866
32,5892
32,5894
32,5899
32,5903
32,5917
32,5923
32,5930
32,5958
32,5965
32,5972
32,5979
32,5988
32,5993
32,5998
32,6004
32,6055
32,6057
32,6062
32,6069
32,6080
32,6087
32,6110
32,6121
32,6134
32,6150
32,6151
32,6165
32,6192
32,6198
32,6202
32,6227
32,6252
32,6299
32,6302
32,6306
32,6310
32,6314
32,6329
32,6357
32,6375
32,6431
32,6501
32,6534
32,6719
32,6734
32,6741
32,6784
32,6790
32,6795
32,6796
32,6819
32,6828
32,6834
32,6836
32,6850
32,6863
32,6866
32,6891
32,6897
32,6953
32,7038
32,7055
32,7104
32,7113
32,7127
32,7131
32,7168
32,7181
32,7224
32,7428
32,7437
32,7468
32,7482
32,7686
32,7834
32,7912
32,8203
32,8207
32,8251
32,8265
32,8273
32,8690
32,8799
32,9032
32,9108
32,9129
32,9668
32,9733
32,9952
32,9959
32,10040
32,10097
33,2
33,110
33,335
33,791
34,2
34,9
34,37
34,98
34,101
34,139
34,152
34,169
34,216
34,219
34,240
34,243
34,283
34,334
34,335
34,396
34,422
34,514
34,534
34,536
34,537
34,603
34,606
34,636
34,714
34,742
34,1021
34,1135
35,2
35,9
35,10
35,13
35,190
35,238
35,240
35,243
35,422
35,514
35,534
35,537
35,581
35,606
35,714
35,844
35,930
35,1021
36,2
36,4
36,6
36,12
36,37
36,67
36,101
36,283
36,323
36,329
36,661
36,791
36,1053
36,2585
37,2
37,6
37,9
37,10
37,12
37,94
37,101
37,152
37,408
37,422
37,447
37,471
37,494
37,514
37,524
37,573
37,586
37,803
37,884
38,2
38,6
38,12
38,17
38,36
38,37
38,41
38,58
38,69
38,81
38,98
38,106
38,113
38,122
38,164
38,171
38,180
38,224
38,230
38,260
38,264
38,283
38,296
38,298
38,307
38,308
38,319
38,329
38,334
38,335
38,351
38,371
38,381
38,385
38,396
38,407
38,434
38,447
38,449
38,454
38,555
38,573
38,581
38,608
38,634
38,642
38,646
38,668
38,715
38,732
38,751
38,754
38,803
38,823
38,842
38,894
38,940
38,957
38,1013
38,1028
38,1040
38,1079
38,1135
38,1166
38,1204
38,1205
38,1213
38,1218
38,1239
38,1241
38,1262
38,1288
38,1294
38,1381
38,1410
38,1414
38,1430
38,1439
38,1464
38,1519
38,1568
38,1585
38,1603
38,1617
38,1639
38,1645
38,1670
38,1684
38,1704
38,1750
38,1802
38,1843
38,1845
38,1864
38,2025
38,2038
38,2121
38,2122
38,2125
38,2128
38,2160
38,2174
38,2264
38,2268
38,2270
38,2273
38,2308
38,2328
38,2357
38,2410
38,2484
38,2545
38,2571
38,2585
38,2633
38,2729
38,2768
38,2787
38,2808
38,2849
38,2855
38,2862
38,2863
38,2880
38,2893
38,2902
38,2917
38,2932
38,2987
38,3000
38,3008
38,3014
38,3037
38,3045
38,3066
38,3067
38,3110
38,3139
38,3148
38,3324
38,3354
38,3399
38,3427
38,3540
38,3734
38,3777
38,3959
38,4042
38,4072
38,4080
38,4094
38,4134
38,4143
39,2
39,12
39,94
39,323
39,335
39,408
39,471
39,537
39,803
39,1028
40,2
40,9
40,152
40,514
41,2
41,6
41,12
41,13
41,28
41,36
41,42
41,105
41,164
41,169
41,190
41,216
41,221
41,224
41,238
41,240
41,243
41,284
41,329
41,335
41,371
41,408
41,536
41,539
41,545
41,607
41,611
41,612
41,661
41,751
41,791
41,839
41,844
41,899
41,990
41,1090
41,1145
41,1205
41,1218
41,1242
41,1267
41,1313
41,1318
41,1412
41,1506
41,1661
41,1814
41,1999
41,2039
41,2077
41,2081
41,2116
42,2
42,6
42,9
42,10
42,12
42,13
42,28
42,36
42,46
42,94
42,101
42,110
42,112
42,113
42,139
42,152
42,160
42,164
42,169
42,190
42,192
42,216
42,221
42,238
42,243
42,278
42,283
42,284
42,323
42,324
42,329
42,334
42,335
42,354
42,367
42,370
42,371
42,385
42,402
42,412
42,422
42,447
42,514
42,524
42,537
42,575
42,581
42,583
42,605
42,606
42,608
42,617
42,699
42,713
42,714
42,742
42,751
42,754
42,791
42,803
42,818
42,839
42,899
42,930
42,970
42,1196
42,1197
42,1218
42,1235
42,1295
42,1318
42,1351
42,1373
42,1401
42,1408
42,1478
42,1506
42,1516
42,1568
42,1661
42,1780
42,1819
42,2022
42,2077
43,2
43,4
43,6
43,9
43,10
43,12
43,37
43,67
43,96
43,101
43,139
43,152
43,216
43,243
43,283
43,335
43,396
43,408
43,422
43,471
43,514
43,524
43,534
43,536
43,537
43,603
43,606
43,636
43,668
43,742
43,1021
44,2
44,3
44,4
44,6
44,9
44,10
44,11
44,12
44,19
44,22
44,28
44,32
44,36
44,37
44,38
44,42
44,49
44,58
44,61
44,63
44,66
44,86
44,91
44,94
44,97
44,98
44,101
44,102
44,103
44,105
44,106
44,110
44,112
44,113
44,120
44,122
44,126
44,127
44,139
44,144
44,150
44,151
44,152
44,155
44,157
44,164
44,166
44,171
44,180
44,191
44,192
44,206
44,211
44,216
44,221
44,224
44,225
44,230
44,235
44,239
44,243
44,251
44,255
44,260
44,266
44,272
44,278
44,282
44,283
44,284
44,288
44,290
44,291
44,296
44,298
44,303
