SRC,TGT,Sign,FFpp,FFpm,FFmp,FFmm,FBpp,FBpm,FBmp,FBmm,BFpp,BFpm,BFmp,BFmm,BBpp,BBpm,BBmp,BBmm,TXT
487.0,1639.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,good candidate
4190.0,6728.0,1.0,11.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seems to be a good guy
236.0,165.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,huh smiley confused i would love to say how the user write shouldn t come into it too much so long as the message and intention is clear enough the problem is after reading the self nomination statement and user talk comment linked to in q10 i am not so sure that i would be able to communicate with my76strat at all if needed never mind effectively that style of writing is certainly perfectly valid but it is not for me i am afraid
220.0,1314.0,1.0,3.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,looks great
146.0,189.0,1.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,as nominator
165.0,239.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,of course
5754.0,139.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,reluctantly i would like to have supported but i absolutely detest a lack of article writing even simple start class articles i am not pleased either with concerns brought up above by silensor and steel
3002.0,3353.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,i see periods of limited activity as special
317.0,36.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,good candidate
4935.0,8093.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,well gee i trust ezeu do not we need more administrators
2187.0,6924.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i would like to see more experience in the actual editing of articles
5828.0,8320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,but get to work on those page moves
5400.0,2377.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,clear support
206.0,4284.0,1.0,7.0,0.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,will be good admin
6234.0,6197.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,the promising candidate having a positive outlook and friendly nature still i would have preferred the candidate restricting the answer to q1 below to only admin related works
1008.0,165.0,1.0,2.0,5.0,0.0,1.0,16.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,one of the quickest most accurate and most prolific taggers of some of the really nasty attack pages allowing him to do the zapping would not only save me some work but ensure that potential libel and other crap disappears as quickly as possible while salvio is concerns appear to have some merit i think you re sensible enough to take the criticism on board as long as you remember not to act too hastily and to solicit a second opinion when in doubt you should be fine
239.0,1143.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,his answer to his own oppose represents a good natured user he has not responded harshly at all and thus demonstrated his maturity here
6731.0,8958.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,i think the thing i would most use adminship for is the real rfa cliche 1 rollback sometimes i grow tired of vandalism and wish i had a better way of fighting it i felt the same way before i became an admin you are more than worthy of the mop
293.0,11.0,1.0,2.0,0.0,1.0,0.0,6.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,11.0,1.0,1.0,0.0,per tparis and more so fluffernutter we all endeavor to become better people to move on from our mistakes and secret is doing that with this rfa
5863.0,7820.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,good potential for solving a serious vandalism problem
2962.0,3386.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,as nominator
2453.0,3840.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,solid candidate
6727.0,6675.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,do not see anything to be concerned about
5400.0,10243.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aye
3974.0,1271.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,per
2391.0,10255.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,less interaction less conflict
206.0,2499.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,good candidate for admin
2187.0,8205.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no problems here
1084.0,5369.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i can not really hold his contributions on another wiki against him maybe he uses a public restroom and does not flush irl what does that have to do with admin access on wikipedia as for past problems bygones are bygones as this wiki gets older and bigger it will be harder and harder to find admins if we keep looking backward clearly a dedicated editor
3000.0,2324.0,-1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tentative oppose not being active is not a problem being inactive is sorry but i can not support with so little in the way of recent contributions your contributions get too old too quickly to be effectively judged
4772.0,8093.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,although i have some concerns esp those raised by tigershark below i think in balance making ezeu an admin will be good for the project
691.0,9.0,1.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,i would support him for full adminship but will also support this limited request for those who are concerned that his promise does not have teeth i cannot conceive of the possibility of arbcom not agreeing to desysop him if he used the bit in violation of his promise
859.0,8015.0,1.0,8.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,extreme fuddle
3.0,11.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,highly experienced content editor and alot of past experience as an active admin seems like he is learned to deal with the personal issues so i say give him another chance
4153.0,6234.0,-1.0,5.0,0.0,3.0,1.0,6.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,per slimvirgin
5846.0,5764.0,-1.0,4.0,0.0,0.0,1.0,16.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,per harro5 and aeropagitica
2408.0,9032.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resistance is futile
5863.0,639.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,this is
361.0,575.0,1.0,7.0,3.0,1.0,0.0,5.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,satisfied with what i see concerns raised by the opposers do not sway me
746.0,66.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,he she has an aggressive battleground approach to editors he she disagrees with and he she goes round with grudges and resentments or as he she prefers to call them pet peeves he believes that wikipedia is full of evil conspiracies of groups of evil people such as arbcom and administrators
1008.0,274.0,-1.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,we met at wikimania and you struck me as a genuine decent bloke however i get the impression that you are more than a little hot headed and i suspect this is what has led to much of the controversy you have what you think are good ideas and like everyone is brilliant ideas some are brilliant and other are total bollocks the problems arise when you try to implement these brilliant ideas especially the ones that are or which other people think are total bollocks and you encounter resistance with the greatest respect i do not think you handle criticism or questions of your actions very well which is perhaps unfair to say here because you can not respond to it without appearing to prove my point so i apologise and you perhaps inadvertently escalate the situation this leads to things like the socking and the so called ragequitting and to many of the other issues that have got you into trouble i could support a candidate with that in his history although with you it is rather too recent history right now if that underlying hot headeness had been resolved but it is not something that is going to go away overnight thus it is with regret that i have to say that you re not suited to adminship at least not for the foreseeable future however i am familiar with your work at milhist and i have always respected you for that and i hope you will continue the good work you do after this rfa
8001.0,10831.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7 wiki edits are way too few try editing more in afd and rfa and u will get my vote next time
27.0,782.0,-1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,i am sorry but i am really not confident in the candidate is answers to questions you can not just have a go at admin and see what suits you you need to understand what you want to do have done some preparation and be able to show why you are to be trusted with the admin tasks you want to perform i am also seeing a problem with communication and i am really not sure what pjoef is actually trying to say clarity of communication is essential for an admin
5301.0,4411.0,1.0,2.0,2.0,0.0,0.0,20.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,per above will probably make a good admin
1392.0,104.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,no issues seen positive interaction history no reason to believe the tools will be abused
300.0,3110.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i have seen vicenarian around and have seen nothing but good come from this user also per the comments of tiptoety and bubba hotep
901.0,3000.0,1.0,1.0,0.0,0.0,0.0,21.0,5.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,would have nominated support per xeno
3000.0,1943.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unhappy with afd and csd work
6197.0,5846.0,1.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,sounds like a good admin and added to
153.0,212.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,after reviewing a number of contributions including some afd participation i roughly end up sharing the thoughts expressed by newyorkbrad in addition i know this will help the editor is work with copyright which is an area of need and i trust the editor to not screw the place up irretrievably
7323.0,7880.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,per concerns sufficiently addressed imv
2699.0,5980.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,improved much since last time wikihermit needs to become an admin
305.0,49.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,looks ok to me
387.0,328.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,any day he is very good to work with and i believe this is a perfect fit for him
3335.0,195.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,a level headed contributor to a controversial topic and your answer to question 1 is reassuring i like editors who sacrifice a little speed for some thought
7357.0,2364.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,obviously and welcome to
8034.0,8614.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,superbowl sunday support
8017.0,8614.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,should be fine
2050.0,6716.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,unnecessary support looks great to me
10180.0,9194.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strong support not an admin he should becount this as infty votes
8253.0,8958.0,-1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,jetfa is a perfect example of the immaturity that seems to be creeping into wikipedia i am increasingly seeing users make offensive comments when voting and editing in general in addition to the extreme votes other users have been voting neutral just for the sake of voting with ridiculous comments neutral until candidate answers the question or neutral i have not interacted with this user i see jetfa as inextricably tied to this voting pattern
3000.0,2896.0,1.0,2.0,1.0,0.0,0.0,13.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,excellent candidate very dedicated to the project what happened at my rfa happened a good six months ago and no doubt was probably deserved do i trust this user to have the bit yes definitely
60.0,4904.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,mainly per majorly but also on the proviso that you agree to register yourself
8019.0,5848.0,1.0,7.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,even more extreme lesbian support even though i am not a lesbian or a woman for that matter
6731.0,3702.0,1.0,1.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,per nom
6332.0,8625.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,of course very good one
808.0,2139.0,1.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,i opposed at the last rfa but i feel that my concerns have been met and i can see no problems here
2453.0,4403.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,i have seen him around with no problems
126.0,1729.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,y not looks perfect to me
6335.0,8360.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,looks good
3782.0,1126.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,candidate has indicated that they will deal with all article deletion backlogs somebody has to
4908.0,8045.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,you re not allowed to beat the nominator to it blocks nsle indefinitely
43.0,2303.0,1.0,5.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anyone who contributed to our article review processes gets my support
256.0,3597.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,per julian
353.0,527.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no concernshe seems like a pretty sensible guy
97.0,7090.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,excellent candidate for adminship
206.0,8012.0,1.0,4.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seems like he make a good admin
76.0,3.0,1.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i am satisfied by his admin experience on commons and his pledge to go slowly while learning the ropes here the issues with the vandalism reverts and otrs are minor and do not really concern me
1062.0,8192.0,1.0,8.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,april fools is well april fools and not the other 365 days of a year will make good use of the tools and alreayd has the rate nsle support which is good enough for me
6748.0,8192.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,oh no a typo in the answers to rfa and no major article edits definately proof this user is going to abuse their tools you do not need any major article edits to make a reasonable admin in my opinion anyway
587.0,8290.0,1.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,very experienced and wise contributor
4330.0,9513.0,-1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,due to abrasiveness this would be tested further under conflict in admin role
8108.0,8360.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,looks good
576.0,1569.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes sure
1036.0,5152.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,change to support based on strong answer to 1ne regarding spamming during an afd the answer shows a strong understanding of wikipedis policy and problems enforcing it i hope the people opposing will read the answer and support this nom
4153.0,6073.0,1.0,11.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thoroughly wonderful editor
2896.0,1314.0,1.0,2.0,0.0,2.0,0.0,10.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fully qualified candidate
8017.0,8290.0,1.0,4.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,looks good
3087.0,102.0,1.0,1.0,0.0,0.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no problems good judgement
440.0,3000.0,1.0,4.0,0.0,1.0,1.0,29.0,8.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on the condition he stops making me hip hop mixtapes rapping on wp and does not shave hagger into my head while i sleep
6973.0,195.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,jeez some people are treating adminship like the nuclear football football
4935.0,6731.0,1.0,3.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,i see this guy around he d be a great admin
2081.0,3870.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,zomg support
